,MGI_Symbol,7558_S28,7707_S27,7713_S29,7715_S30,7801_S23,7802_S26,7803_S24,7804_S20,7805_S21,7807_S25
ENSMUSG00000022401,Xpnpep3,3.972,3.617,4.072,3.706,2.931,3.066,2.02,2.345,2.516,2.992
ENSMUSG00000022403,St13,62.475,62.507,59.469,62.918,60.329,52.675,71.798,66.573,53.781,54.504
ENSMUSG00000022404,Slc25a17,24.319,26.742,23.106,26.276,30.447,25.201,26.658,21.794,27.253,27.223
ENSMUSG00000022407,Adsl,6.609,5.416,6.627,6.528,8.119,6.565,9.194,7.247,7.221,7.36
ENSMUSG00000022408,Fam83f,0.238,0.38,0.553,0.343,0.398,0.32,0.421,0.579,0.455,0.36
ENSMUSG00000022412,Mief1,6.48,6.056,6.026,6.226,5.161,5.49,5.712,4.363,5.646,5.549
ENSMUSG00000022414,Tab1,8.49,7.95,7.98,7.654,8.903,9.931,7.425,11.075,9.268,10.898
ENSMUSG00000022415,Syngr1,1.363,1.905,1.971,1.501,1.272,2.319,1.28,2.68,2.271,1.941
ENSMUSG00000022416,Cacna1i,0.055,0.099,0.145,0.04,0.058,0.097,0.088,0.042,0.067,0.061
ENSMUSG00000022419,Deptor,6.431,6.585,9.602,9.872,13.293,11.214,4.876,7.691,5.763,6.804
ENSMUSG00000022420,Dnal4,6.905,6.01,7.097,6.672,8.82,8.321,7.189,7.452,8.503,9.288
ENSMUSG00000022421,Nptxr,1.284,1.019,1.177,1.075,1.318,1.602,1.191,1.083,0.992,1.319
ENSMUSG00000022422,Dscc1,1.282,1.281,0.923,1.024,1.538,1.34,1.38,0.966,1.737,1.54
ENSMUSG00000022425,Enpp2,4.508,4.913,5.045,8.548,4.371,10.629,6.354,7.144,2.025,2.595
ENSMUSG00000022426,Josd1,16.717,14.663,14.871,15.786,15.764,16.12,19.148,14.461,16.099,17.06
ENSMUSG00000022427,Tomm22,51.503,58.915,54.84,60.218,81.213,69.765,81.684,77.271,84.989,72.984
ENSMUSG00000022428,Cby1,13.096,13.871,14.685,14.163,19.47,16.583,12.824,24.941,18.476,18.068
ENSMUSG00000022429,Dmc1,0.229,0.37,0.198,0.324,0.374,0.218,0.119,0.104,0.124,0.237
ENSMUSG00000022432,Smc1b,1.044,0.833,0.441,0.43,0.762,0.828,0.902,1.15,0.693,1.155
ENSMUSG00000022433,Csnk1e,9.783,9.42,8.897,7.841,10.261,10.331,17.095,13.973,13.104,11.728
ENSMUSG00000022434,Fam118a,12.56,10.948,12.668,10.418,11.359,12.026,12.514,13.965,13.357,12.341
ENSMUSG00000022435,Upk3a,0.075,0.147,0.079,0.036,0.185,0.108,0.039,0.494,0.105,0.18
ENSMUSG00000022436,Sh3bp1,3.547,5.108,4.376,5.258,4.422,6.501,3.656,3.917,5.3,5.696
ENSMUSG00000022437,Samm50,42.898,44.524,44.071,55.945,60.16,53.458,45.765,60.332,61.628,60.353
ENSMUSG00000022438,Parvb,5.408,18.648,10.632,30.828,7.628,15.464,5.115,5.351,24.14,33.565
ENSMUSG00000022439,Parvg,0.324,0.564,0.844,0.612,0.385,0.451,0.337,0.339,0.44,0.503
ENSMUSG00000022440,C1qtnf6,31.739,27.653,35.836,39.704,51.706,37.184,26.731,47.158,33.799,31.278
ENSMUSG00000022441,Efcab6,0.339,0.354,0.299,0.142,0.461,0.41,0.534,0.448,0.37,0.541
ENSMUSG00000022442,Ttll1,3.319,3.43,3.546,4.58,4.725,4.34,2.942,3.23,3.716,4.059
ENSMUSG00000022443,Myh9,27.738,21.796,23.922,23.586,20.668,21.681,20.121,14.02,19.903,19.343
ENSMUSG00000022449,Adamts20,0.037,0.05,0.097,0.053,0.027,0.013,0.116,0.035,0.017,0.027
ENSMUSG00000022450,Ndufa6,166.852,206.469,162.869,255.489,211.307,286.277,227.456,302.437,322.216,281.92
ENSMUSG00000022451,Twf1,21.75,25.186,24.028,25.535,25.486,21.136,29.258,19.902,23.109,20.448
ENSMUSG00000022452,Smdt1,31.284,29.953,29.023,37.558,58.364,39.154,53.338,53.856,55.751,40.914
ENSMUSG00000022453,Naga,14.011,13.41,15.908,15.436,13.148,19.088,12.215,20.039,17.695,17.135
ENSMUSG00000022454,Nell2,0.875,1.112,1.245,1.071,1.272,1.281,1.497,0.968,1.388,0.694
ENSMUSG00000022456,Sept3,0.151,0.196,0.149,0.111,0.132,0.144,0.148,0.046,0.125,0.168
ENSMUSG00000022462,Slc38a2,65.297,50.312,54.666,53.564,52.401,47.025,60.796,40.312,39.661,39.912
ENSMUSG00000022463,Srebf2,18.427,22.314,20.286,21.242,19.828,20.912,27.043,14.729,18.976,17.585
ENSMUSG00000022464,Slc38a4,2.176,1.692,1.738,2.614,2.731,2.005,2.512,1.302,1.524,1.625
ENSMUSG00000022466,Rpap3,9.551,7.926,8.925,7.815,8.805,8.968,13.121,9.609,9.905,9.422
ENSMUSG00000022468,Endou,0.108,0.253,0.224,0.174,0.226,0.264,0.287,0.369,0.343,0.279
ENSMUSG00000022469,Rapgef3,0.534,1.49,1.228,1.083,1.004,1.276,0.937,0.92,1.233,1.171
ENSMUSG00000022471,Xrcc6,10.717,10.104,9.547,11.477,12.494,11.138,11.265,14.423,11.938,12.125
ENSMUSG00000022472,Desi1,6.168,6.388,6.769,10.705,10.983,11.36,7.562,6.976,8.211,8.985
ENSMUSG00000022474,Pmm1,5.956,6.248,5.544,8.351,10.967,12.867,7.575,14.154,9.38,9.151
ENSMUSG00000022475,Hdac7,6.417,7.724,6.753,5.789,5.988,7.784,4.288,5.45,5.791,6.454
ENSMUSG00000022476,Polr3h,5.148,5.578,4.565,5.975,7.736,7.08,8.14,7.769,7.003,6.551
ENSMUSG00000022477,Aco2,58.839,56.833,55.068,64.446,57.982,57.008,52.121,59.039,61.48,61.23
ENSMUSG00000022479,Vdr,0.584,0.818,0.723,1.417,0.545,1.706,0.967,0.677,1.094,1.348
ENSMUSG00000022483,Col2a1,0.111,0.034,0.029,0.02,0.014,0.033,0.022,0.008,0.039,0.066
ENSMUSG00000022484,Hoxc10,0.853,0.658,0.752,0.909,1.977,1.606,2.044,1.646,1.791,1.149
ENSMUSG00000022485,Hoxc5,1.879,2.27,1.759,1.749,2.657,3.352,1.6,3.611,2.051,1.82
ENSMUSG00000022487,Gtsf1,3.364,4.723,2.471,1.56,5.431,3.38,6.519,6.846,6.542,6.025
ENSMUSG00000022488,Nckap1l,2.31,2.045,2.203,2.507,2.322,1.975,1.314,1.911,1.557,1.572
ENSMUSG00000022489,Pde1b,2.049,1.427,1.928,1.855,2.972,2.453,1.38,1.51,2.302,2.106
ENSMUSG00000022490,Ppp1r1a,0.709,0.469,0.336,0.365,1.236,0.338,0.167,0.352,0.84,0.37
ENSMUSG00000022494,Shisa9,0.606,0.66,0.546,0.271,0.217,0.234,0.408,0.482,0.335,0.414
ENSMUSG00000022498,Txndc11,4.801,4.275,5.639,4.471,5.039,4.507,5.334,4.092,4.474,4.681
ENSMUSG00000022500,Litaf,21.476,27.503,17.244,19.772,24.18,18.388,27.864,16.181,22.888,18.339
ENSMUSG00000022501,Prm1,0,0.259,0.278,0,0,0.085,0.185,0,0.083,0
ENSMUSG00000022503,Nubp1,3.318,2.195,3.132,2.504,3.351,2.65,3.838,3.743,2.682,3.037
ENSMUSG00000022504,Ciita,0.501,0.525,0.389,0.533,0.359,0.296,0.239,0.147,0.251,0.213
ENSMUSG00000022505,Emp2,4.94,6.267,4.689,7.174,6.644,6.355,5.961,6.856,6.304,5.692
ENSMUSG00000022507,1810013L24Rik,13.061,13.785,12.659,14.738,9.99,10.547,12.454,9.641,10.858,10.19
ENSMUSG00000022508,Bcl6,1.614,2.885,1.408,1.859,2.56,3.328,1.993,0.802,2.053,3.047
ENSMUSG00000022510,Trp63,0.552,0.57,0.363,0.456,0.342,0.503,0.269,0.347,0.366,0.637
ENSMUSG00000022512,Cldn1,2.43,2.846,2.611,4.177,4.41,4.072,6.503,2.762,3.184,4.2
ENSMUSG00000022514,Il1rap,1.069,1.192,1.045,1.298,1.149,0.901,1.408,0.609,0.753,0.786
ENSMUSG00000022515,Anks3,15.957,14.967,16.791,16.608,15.632,15.941,15.959,20.885,18.375,16.96
ENSMUSG00000022516,Nudt16l1,15.825,16.958,17.848,19.697,28.324,23.66,29.21,36.487,27.471,24.26
ENSMUSG00000022517,Mgrn1,21.858,19.593,20.872,18.545,18.204,21.355,17.774,19.605,20.665,20.756
ENSMUSG00000022518,4930562C15Rik,0.848,0.701,0.744,0.326,0.934,0.839,1.215,1.002,1.06,1.74
ENSMUSG00000022519,Srl,2.627,3.006,2.335,2.303,1.464,1.54,1.124,1.539,1.715,1.88
ENSMUSG00000022521,Crebbp,7.308,6.202,7.282,6.208,4.821,5.826,4.531,6.779,4.44,5.063
ENSMUSG00000022523,Fgf12,0.109,0.119,0.128,0.09,0.027,0.091,0.283,0.074,0.089,0
ENSMUSG00000022525,Hrasls,0.051,0.062,0.026,0.024,0.112,0.097,0.04,0.152,0.071,0.012
ENSMUSG00000022526,Zfp251,9.396,12.296,11.263,12.322,9.422,10.089,10.042,6.861,8.668,10.309
ENSMUSG00000022528,Hes1,6.805,8.117,9.39,7.335,14.201,11.475,20.432,19.378,14.748,10.904
ENSMUSG00000022529,Zfp263,8.533,7.664,7.875,6.723,6.217,7.143,7.959,6.344,6.705,6.871
ENSMUSG00000022533,Atp13a3,14.61,13.58,14.658,15.075,8.846,8.356,14.713,3.782,7.245,6.771
ENSMUSG00000022534,Mefv,0.178,0.025,0.053,0.048,0.15,0.061,0.026,0.014,0.071,0.036
ENSMUSG00000022536,Glyr1,36.937,38.965,41.318,44.03,38.212,39.344,41.114,32.229,39.107,42.534
ENSMUSG00000022537,Tmem44,0.691,1.245,0.902,0.782,0.563,0.609,0.403,0.439,0.555,0.8
ENSMUSG00000022538,Lsg1,6.884,6.726,6.425,6.856,7.305,6.552,9.03,8.188,7.15,7.243
ENSMUSG00000022540,Rogdi,4.918,5.414,4.973,6.175,7.285,7.597,5.44,7.345,7.232,6.434
ENSMUSG00000022542,Sept12,0.065,0.094,0.101,0.122,0.127,0.17,0.05,0.212,0.241,0.17
ENSMUSG00000022543,4930451G09Rik,0.681,0.606,0.709,0.876,0.484,0.939,0.216,1.011,0.916,0.85
ENSMUSG00000022544,Eef2kmt,5.469,4.651,5.793,6.4,7.961,7.336,6.072,14.592,7.453,7
ENSMUSG00000022545,Ercc4,3.176,2.638,2.823,2.876,2.402,2.745,2.442,2.51,2.316,2.631
ENSMUSG00000022546,Gpt,2.841,2.178,2.535,2.773,2.369,3.278,2.181,3.67,4.333,3.648
ENSMUSG00000022548,Apod,0.081,0.094,0.084,0.092,0.096,0.046,0.084,0.212,0.121,0.124
ENSMUSG00000022550,Adck5,25.725,20.756,27.001,19.724,18.732,23.244,15.624,42.389,24.498,29.989
ENSMUSG00000022551,Cyc1,68.745,69.954,76.679,82.383,100.342,86.977,113.651,118.282,98.948,97.456
ENSMUSG00000022552,Sharpin,6.886,6.943,7.448,7.707,9.089,8.958,6.99,9.65,8.082,9.278
ENSMUSG00000022553,Maf1,23.991,21.809,23.431,21.396,28.646,27.653,23.223,29.767,30.71,31.132
ENSMUSG00000022554,Hgh1,4.838,4.737,5.57,5.655,6.325,6.403,10.667,10.76,6.844,6.107
ENSMUSG00000022555,Dgat1,6.562,10.152,7.616,22.462,9.687,12.973,17.915,8.497,12.853,13.384
ENSMUSG00000022556,Hsf1,16.262,14.56,16.933,15.922,18.116,18.41,23.353,15.477,19.72,20.235
ENSMUSG00000022557,Bop1,14.299,12.914,14.591,20.955,19.107,16.726,27.175,15.409,18.961,20.003
ENSMUSG00000022558,Mroh1,2.207,1.978,2.343,2.53,1.861,2.266,1.086,1.815,1.97,2.212
ENSMUSG00000022559,Fbxl6,18.095,17.02,18.994,20.196,23.775,25.911,24.184,27.604,25.583,26.111
ENSMUSG00000022560,Slc52a2,5.304,4.698,4.782,4.921,6.291,6.519,7.563,6.543,7.01,6.572
ENSMUSG00000022561,Gpaa1,9.565,7.889,9.654,10.154,13.71,13.124,11.562,15.645,12.317,12.078
ENSMUSG00000022562,Oplah,6.226,5.433,7.339,8.788,7.327,8.794,5.455,7.148,6.707,6.807
ENSMUSG00000022564,Grina,33.267,29.372,34.768,36.142,39.722,45.535,33.265,40.015,39.575,37.616
ENSMUSG00000022565,Plec,9.391,7.352,8.804,8.798,7.04,8.033,4.811,5.216,5.905,6.627
ENSMUSG00000022568,Scrib,10.925,8.189,10.717,8.997,7.189,9.969,9.372,9.12,9.16,9.67
ENSMUSG00000022570,Tsta3,18.694,18.084,18.769,21.502,24.881,26.486,26.324,29.657,28.162,25.247
ENSMUSG00000022571,Pycrl,18.175,19.679,17.64,21.971,25.382,22.426,26.948,30.89,29.241,26.998
ENSMUSG00000022574,Naprt,3.203,3.924,3.772,4.339,5.666,7.206,3.991,6.311,5.922,5.887
ENSMUSG00000022575,Gsdmd,9.826,11.25,10.085,10.189,13.376,14.663,10.057,15.381,12.626,13.113
ENSMUSG00000022577,Ly6h,0.198,0.232,0.228,0.315,0.593,0.298,0.4,0.579,0.291,0.08
ENSMUSG00000022579,Gpihbp1,0.899,0.793,1.123,0.818,1.044,0.686,1.816,2.193,0.837,0.812
ENSMUSG00000022580,Rhpn1,0.92,0.778,0.881,0.434,0.7,0.34,0.863,1.554,1.216,0.936
ENSMUSG00000022584,Ly6c2,1.112,1.183,1.047,0.849,1.557,1.061,1.519,0.748,1.149,0.771
ENSMUSG00000022586,Ly6i,0.253,0.035,0,0.068,0.071,0.034,0,0.158,0.101,0.069
ENSMUSG00000022587,Ly6e,18.966,29.388,25.126,32.299,53.045,55.984,38.038,56.766,51.003,44.63
ENSMUSG00000022589,Cyp11b2,0,0,0,0.073,0.631,0,0.213,0,0.024,0
ENSMUSG00000022594,Lynx1,1.021,1.591,1.52,2.808,7.93,3.263,27.462,1.904,2.192,2.412
ENSMUSG00000022598,Psca,0.049,1.791,0.404,26.956,0.859,0.093,0,0.053,0,0.046
ENSMUSG00000022601,Zbtb11,2.957,3.05,3.114,3.481,1.561,2.194,2.797,1.689,2.131,1.796
ENSMUSG00000022602,Arc,0.574,0.358,0.27,0.219,0.429,0.208,16.664,0.119,0.369,0.143
ENSMUSG00000022603,Mroh4,0,0.02,0,0,0,0,0,0,0,0
ENSMUSG00000022604,Cep97,4.693,3.786,3.943,3.477,2.53,2.599,1.656,3.428,2.693,3.046
ENSMUSG00000022607,Ptk2,13.142,13.625,12.621,13.776,11.748,11.361,12.37,8.921,11.641,11.721
ENSMUSG00000022610,Mapk12,1.437,1.952,2.324,1.837,1.542,3.457,1.905,2.916,2.284,1.963
ENSMUSG00000022613,Miox,5.31,4.075,4.108,3.2,6.337,6.801,8.849,8.356,8.003,7.874
ENSMUSG00000022614,Lmf2,13.131,10.39,12.716,12.088,15.178,14.744,13.159,15.385,14.804,14.587
ENSMUSG00000022615,Tymp,0.492,0.219,0.277,0.445,0.383,0.469,0.341,0.425,0.42,0.763
ENSMUSG00000022617,Chkb,4.883,4.789,5.302,4.109,6.326,5.474,5.788,7.78,6.467,5.736
ENSMUSG00000022619,Mapk8ip2,0.037,0.036,0.046,0.083,0.094,0.063,0.053,0.064,0.055,0.063
ENSMUSG00000022620,Arsa,3.12,3.359,3.875,4.553,5.998,5.032,2.45,3.526,3.992,4.27
ENSMUSG00000022621,Rabl2,3.992,3.039,2.864,3.649,3.465,5.247,3.764,2.922,4.727,4.271
ENSMUSG00000022622,Acr,0,0.081,0.029,0.026,0.082,0.053,0.029,0.03,0.078,0.106
ENSMUSG00000022623,Shank3,1.309,2.301,2.302,1.773,1.416,1.562,1.033,0.931,1.394,1.291
ENSMUSG00000022629,Kif21a,9.137,6.991,8.594,6.734,4.791,5.375,5.511,8.529,4.285,5.623
ENSMUSG00000022634,Yaf2,12.505,13.047,11.977,12.84,11.063,11.332,13.911,11.886,12.076,11.029
ENSMUSG00000022635,Zcrb1,13.229,12.195,12.855,14.339,16.538,16.374,25.513,33.916,18.964,16.903
ENSMUSG00000022636,Alcam,1.56,1.998,1.355,1.65,2.829,2.885,8.609,1.912,1.927,2.05
ENSMUSG00000022637,Cblb,6.015,4.954,5.163,4.689,6.937,4.182,7.069,2.34,3.516,3.248
ENSMUSG00000022639,Dubr,1.49,0.788,1.245,1.458,2.008,1.115,1.51,0.798,1.071,0.878
ENSMUSG00000022641,Bbx,6.734,6.411,6.506,6.02,4.541,4.676,5.692,7.372,3.702,3.978
ENSMUSG00000022652,Morc1,0.657,0.478,0.442,0.155,1.184,0.509,1.237,0.776,0.293,0.471
ENSMUSG00000022656,Nectin3,4.34,4.686,3.615,3.882,3.583,3.418,6.915,3.357,3.881,3.735
ENSMUSG00000022657,Cd96,0.038,0.074,0.04,0.09,0.075,0.091,0.099,0.083,0.142,0.055
ENSMUSG00000022658,Tagln3,0.404,0.948,0.666,0.445,0.629,0.45,0.524,0.477,0.439,0.611
ENSMUSG00000022659,Gcsam,0.085,0.083,0.063,0.058,0.072,0.07,0.114,0.04,0.057,0.023
ENSMUSG00000022661,Cd200,12.848,14.876,12.109,11.242,16.111,16.163,17.206,11.392,16.243,17.111
ENSMUSG00000022663,Atg3,10.656,10.511,13.411,13.25,17.406,14.14,24.179,14.695,15.784,14.312
ENSMUSG00000022664,Slc35a5,4.739,5.075,4.189,5.477,3.878,4.176,3.439,3.64,3.558,4.064
ENSMUSG00000022665,Ccdc80,11.154,13,11.351,15.637,23.508,18.352,16.567,22.401,15.311,14.612
ENSMUSG00000022667,Cd200r1,0.267,0.538,0.492,0.388,0.323,0.274,0.149,0.246,0.287,0.196
ENSMUSG00000022668,Gtpbp8,7.079,7.503,6.52,6.696,5.351,5.826,6.392,5.112,6.071,6.139
ENSMUSG00000022671,Mzt2,9.289,9.738,9.286,11.068,13.843,11.791,12.172,18.344,15.344,15.067
ENSMUSG00000022672,Prkdc,3.679,3.027,3.185,3.393,1.556,2.023,1.174,1.902,1.344,2.208
ENSMUSG00000022673,Mcm4,18.019,14.262,15.783,15.082,17.56,14.091,15.378,12.508,12.149,16.1
ENSMUSG00000022674,Ube2v2,11.895,14.533,11.725,16.185,14.589,13.236,30.424,9.968,13.909,12.966
ENSMUSG00000022676,Snai2,7.976,6.964,7.727,7.959,9.455,6.646,10.332,6.232,5.587,5.242
ENSMUSG00000022677,Fopnl,22.2,25.782,22.434,22.471,32.348,26.991,30.6,37.293,34.062,28.527
ENSMUSG00000022678,Nde1,15.528,15.326,14.392,20.469,19.625,16.686,17.139,13.211,19.498,17.282
ENSMUSG00000022679,Mpv17l,1.699,2.22,2.185,1.667,1.55,2.171,1.176,2.083,2.067,1.761
ENSMUSG00000022680,Pdxdc1,11.662,10.786,11.27,11.714,10.086,10.158,10.348,11.232,9.949,10.118
ENSMUSG00000022681,Ntan1,11.811,11.781,11.858,12.985,12.57,14.085,11.965,19.099,14.533,13.537
ENSMUSG00000022682,Rrn3,18.455,17.317,18.975,17.986,16.506,15.886,20.948,14.29,15.893,15.898
ENSMUSG00000022684,Bfar,13.291,13.867,12.726,13.906,18.612,15.477,18.867,22.687,18.842,16.216
ENSMUSG00000022685,Parn,17.811,17.331,17.497,16.914,15.213,16.425,12.206,17.446,15.307,16.256
ENSMUSG00000022686,B3gnt5,0.161,0.078,0.042,0.091,0.182,0.123,0.2,0.044,0.09,0.084
ENSMUSG00000022687,Boc,5.253,5.481,6.114,6.705,7.061,7.452,7.13,7.017,5.44,5.259
ENSMUSG00000022696,Sidt1,0.193,0.144,0.07,0.035,0.095,0.106,0.093,0.121,0.104,0.128
ENSMUSG00000022698,Naa50,31.439,32.566,30.014,32.317,28.972,30.233,44.996,22.333,27.174,27.412
ENSMUSG00000022701,Ccdc191,4.086,3.871,3.402,3.421,3.764,3.916,3.352,8.75,4.823,4.94
ENSMUSG00000022702,Hira,1.45,1.157,1.297,1.575,2.315,1.727,2.849,1.507,1.958,1.801
ENSMUSG00000022704,Qtrtd1,6.611,6.076,6.349,5.272,4.928,4.714,6.434,4.8,4.609,4.971
ENSMUSG00000022706,Mrpl40,19.534,21.098,21.88,27.344,35.961,32.768,36.319,34.465,37.166,29.826
ENSMUSG00000022707,Gbe1,3.573,3.195,3.858,4.214,3.588,3.504,3.621,2.994,3.34,3.703
ENSMUSG00000022708,Zbtb20,12.256,9.788,11.415,11.087,6.687,8.095,7.144,12.664,6.942,7.921
ENSMUSG00000022710,Usp7,20.929,18.541,20.936,19.063,14.371,16.516,18.417,14.322,14.697,16.057
ENSMUSG00000022711,Pmm2,9.867,7.964,9.553,8.628,9.47,8.979,8.74,11.082,8.832,9.248
ENSMUSG00000022715,Tmem114,0.861,1.412,1.36,1.374,0.905,2.747,1.511,4.89,3.179,2.326
ENSMUSG00000022718,Dgcr8,5.868,4.978,5.46,4.572,4.263,4.274,5.296,4.199,4.07,4.554
ENSMUSG00000022721,Trmt2a,7.217,7.014,8.173,7.261,9.139,8.403,9.018,8.55,8.743,7.924
ENSMUSG00000022722,Arl6,6.766,7.34,6.755,6.089,7.608,6.112,9.526,7.096,8.428,7.736
ENSMUSG00000022723,Crybg3,1.84,1.948,1.951,1.495,1.414,1.659,1.523,0.979,1.427,1.821
ENSMUSG00000022724,Mina,3.086,2.321,2.893,3.249,2.994,2.943,2.795,2.031,2.659,2.661
ENSMUSG00000022742,Cpox,10.89,8.701,12.267,9.739,8.165,7.312,6.695,15.748,6.721,7.084
ENSMUSG00000022744,Cldnd1,25.314,25.632,23.764,23.75,23.469,21.332,37.045,20.055,25.231,23.385
ENSMUSG00000022747,St3gal6,4.436,4.306,3.904,3.495,4.987,4.08,4.143,4.575,4.57,4.545
ENSMUSG00000022748,Cmss1,15.219,13.727,15.94,17.847,19.103,23.678,17.015,23.939,23.443,21.097
ENSMUSG00000022749,Tbc1d23,11.01,12.487,10.022,9.781,8.143,7.695,7.036,6.964,7.372,7.871
ENSMUSG00000022750,Klhl22,7.754,8.402,7.159,8.166,8.399,7.784,7.977,6.562,8.483,7.927
ENSMUSG00000022751,Nit2,23.68,24.981,24.827,28.46,29.426,30.736,26.318,31.265,33.641,31.871
ENSMUSG00000022752,Tomm70a,30.158,31.977,28.491,36.263,26.423,29.238,40.738,23.909,28.175,28.119
ENSMUSG00000022754,Tmem45a,12.282,11.1,13.187,11.482,17.011,8.613,20.769,18.891,8.139,8.038
ENSMUSG00000022755,Adgrg7,5.323,4.251,5.736,3.639,0.973,2.893,0.418,6.834,1.556,2.01
ENSMUSG00000022756,Slc7a4,3.369,2.914,3.585,3.726,3.765,3.584,2.605,2.873,3.195,3.739
ENSMUSG00000022757,Tfg,46.76,37.043,45.768,39.683,47.027,37.353,51.526,41.138,39.694,37.859
ENSMUSG00000022758,P2rx6,0.826,1.501,1.034,2.033,1.212,1.754,0.391,0.741,1.887,1.517
ENSMUSG00000022759,Lrrc74b,0.191,0.237,0.188,0.25,0.052,0.222,0.044,0.104,0.178,0.142
ENSMUSG00000022760,Thap7,8.461,7.739,7.955,7.361,11.24,10.654,11.922,12.811,13.044,12.218
ENSMUSG00000022761,Lztr1,14.292,13.859,13.549,13.685,13.195,13.91,11.004,14.072,15.088,15.453
ENSMUSG00000022762,Ncam2,0.108,0.026,0.028,0.026,0.007,0,0.084,0,0.006,0
ENSMUSG00000022763,Aifm3,0.837,0.968,1.094,0.681,0.245,1.283,0.388,1.486,0.87,1.157
ENSMUSG00000022765,Snap29,8.657,8.616,9.141,8.853,9.728,8.326,8.775,7.17,7.333,7.896
ENSMUSG00000022766,Serpind1,0.019,0.055,0.159,0.054,0.037,0.055,0.059,0.083,0.018,0.036
ENSMUSG00000022768,Ccdc116,0.115,0.103,0.14,0.127,0.113,0.22,0.12,0.147,0.161,0.211
ENSMUSG00000022769,Sdf2l1,18.953,14.155,20.873,21.065,31.032,19.838,23.673,21.778,29.288,21.666
ENSMUSG00000022770,Dlg1,8.971,9.473,9.051,8.863,7.768,7.73,9.834,6.141,6.552,6.852
ENSMUSG00000022771,Ppil2,14.884,13.844,13.639,14.036,14.415,14.738,12.99,17.434,15.31,15.27
ENSMUSG00000022772,Senp5,6.914,6.309,6.709,6.618,2.865,3.464,4.173,2.51,2.45,2.883
ENSMUSG00000022773,Ypel1,3.081,3.768,2.992,4.398,2.426,4.132,1.422,2.858,3.74,4.156
ENSMUSG00000022774,Ncbp2,31.064,32.175,29.479,33.456,32.682,30.733,33.555,30.339,36.064,31.746
ENSMUSG00000022779,Top3b,6.788,6.089,6.234,6.505,5.864,6.197,5.167,6.289,6.216,6.794
ENSMUSG00000022780,Mfi2,0.152,0.078,0.158,0.114,0.109,0.116,0.21,0.077,0.113,0.145
ENSMUSG00000022781,Pak2,15.772,15.054,15.7,15.19,11.563,12.224,14.407,11.236,11.027,11.503
ENSMUSG00000022783,Spag6l,0.027,0.062,0,0.095,0.027,0.044,0.057,0.05,0.034,0.009
ENSMUSG00000022787,Wdr53,6.771,8.329,7.422,7.637,10.48,9.099,9.679,10.552,9.595,9.164
ENSMUSG00000022788,Fgd4,2.605,2.413,2.353,1.931,0.979,1.28,1.007,1.157,0.998,1.309
ENSMUSG00000022789,Dnm1l,27.427,27.156,27.68,27.368,21.06,21.253,25.937,16.806,20.042,21.701
ENSMUSG00000022790,Igsf11,13.892,16.624,15.53,19.682,19.89,11.778,10.402,9.211,10.812,13.668
ENSMUSG00000022791,Tnk2,6.882,6.43,6.747,5.767,6.443,7.615,6.674,6.635,7.502,7.814
ENSMUSG00000022792,Yars2,5.993,6.074,5.702,5.997,6.033,5.703,10.037,5.552,7.787,7.041
ENSMUSG00000022793,B4galt4,11.291,11.923,11.729,10.558,14.561,12.463,15.829,12.944,14.766,14.073
ENSMUSG00000022797,Tfrc,9.14,18.242,11.422,23.744,8.518,12.303,14.089,4.704,9.532,9.652
ENSMUSG00000022799,Arhgap31,25.741,15.413,19.151,9.763,9.082,11.384,13.064,10.878,10.172,14.235
ENSMUSG00000022800,Fyttd1,17.281,20.023,15.655,17.948,13.06,13.369,18.124,11.157,13.995,12.759
ENSMUSG00000022801,Lrch3,7.535,6.726,7.708,6.298,4.711,5.241,4.644,3.506,3.78,4.41
ENSMUSG00000022802,Lmln,1.783,1.5,2.097,2.041,1.689,1.994,0.985,1.217,1.253,1.519
ENSMUSG00000022803,Popdc2,2.601,0.927,2.505,0.802,1.495,1.029,2.7,2.45,1.219,1.318
ENSMUSG00000022805,Maats1,0.092,0.054,0.077,0.157,0.353,0.132,0.191,0.141,0.154,0.035
ENSMUSG00000022807,Osbpl11,16.829,15.135,16.187,15.561,13.671,13.629,13.908,11.724,12.579,13.587
ENSMUSG00000022808,Snx4,33.664,36.461,31.029,34.872,34.612,31.275,32.898,29.793,30.206,29.835
ENSMUSG00000022809,Nr1i2,0.18,0.063,0.085,0.046,0.145,0.094,0.17,0.107,0.107,0.141
ENSMUSG00000022811,Zfp148,12.462,13.871,12.347,14.481,7.897,8.978,9.202,8.796,7.357,8.765
ENSMUSG00000022812,Gsk3b,11.976,11.604,10.454,10.014,5.835,7.684,7.224,7.275,5.847,7.005
ENSMUSG00000022814,Umps,17.292,15.808,16.196,17.042,20.244,15.807,21.366,16.191,17.201,17.638
ENSMUSG00000022816,Fstl1,20.79,27.455,22.462,26.965,45.506,25.404,41.555,37.681,26.122,22.252
ENSMUSG00000022817,Itgb5,44.023,35.886,40.228,29.2,39.908,31.647,36.03,49.767,35.545,38.098
ENSMUSG00000022820,Ndufb4,56.666,66.99,55.215,90.105,96.158,106.833,98.863,114.132,119.711,93.014
ENSMUSG00000022821,Hgd,0.08,0.031,0.066,0.075,0.078,0.076,0.017,0.087,0.045,0.03
ENSMUSG00000022822,Abcc5,10.509,9.324,8.365,8.233,5.036,6.165,4.756,4.518,4.759,5.738
